Sentiment,Sentence,preprocess_libyan_arabic,Processed_Text_base_ai
positive,ﻭ يهيلو كما ﻫﻴﻠﺔ اﻟﺮﻣﻞ الساﻓﻲ,يهيلو كما ا السا,و يهيلو كما هيله الرمل السافي
positive,و بالهيل يبدا كيلى,هيل يبدا كيلي,هيل بدا كيل
positive,هيفا و اليسا و نانسي و مارلين,هيفا اليسا نانس مارلين,هيفا اليسا نانس مارلين
positive,من قبل هيردوت,هيردو,هيردو
positive,انهير ناض حجاج وقيض,هير ناض حجاج قيض,هير ناض حجج قيض
positive,يهيجو الخواطر نارهم ولاعة,يهيجو خواطر نار ولاعه,هيج خواطر نار ولع
positive,و الهيبة معاطي من الله العاطي,هيب معاطي الله عاط,هيب معاطي الله عاط
negative,لهيب السوايا طبع في الزينين,هيب سوايا طبع الزينين,هيب سوي طبع زين
positive,هيا عندي كي النفس,هيا عندي كي نفس,هي عند نفس
positive,هيا اللي من بعد صومي تمري,هيا صوم تمر,هي صوم تمر
negative,هيا ردي,هيا ردي,هي رد
negative,هيا الجنة ما تنداس,هيا الجنه تنداس,هي جنه نداس
positive,و هيا اللي للجرح دوم طبيب,هيا جرح دوم طبيب,هي جرح دوم طبيب
positive,و هيا امان  و الروقة و عمار,هيا امان روق عمار,هي امان روق عمار
positive,و هيا اذماني في اعطور هواها,هيا اذما اعطور هواها,هي اذن ما عطر هوا
positive,ﻳﺎ ﻧﻘﺘﻨﻊ ﻳﺎ ﺍﻧﻘﻮله ﻣﺮﺑﻮﺣﺔ,له,هي
positive,و لاجل الهوية و لاجل موروتات,الهويه مورو,هويه مورو
positive,كيف ما هويته,هويته,هويه
positive,هويناك قلنا غالي,هويناك قلنا غالي,هويناك قول غالي
positive,هويناك ياما و ما اتدور فينا,هويناك ياما اتدور فينا,هويناك دور فين
negative,مهما الهوى يغلبني,مهما الهوي يغلب,هوي غلب
positive,و أنت الهوى العذري,الهوي عذر,هوي عذر
positive,فينا الهوى سكن دار الحنايا دار,فينا الهوي سكن دار حنايا دار,هوي سكن دار حنا دار
negative,راهو الهوى تعبني,راهو الهوي تعب,هوي تعب
positive,و كان الهوى اموالفنا,الهوي اموالف,هوي اموالف
negative,غير الهوى فارض الحال عليا,الهوي ارض الحال عليا,هوي ارض حال علي
positive,انتي الهوى و عهود المحبة,انتي الهوي عهود محب,هوى عهد محب
positive,مـ الهوى العذري,م الهوي عذر,هوى عذر
negative,و الهوى جابرني,الهوي جابر,هوى جبر
positive,و يهون علي ناسه الله تعالى,يهون ناس الله تعالي,هون ناس الله تعالى
negative,و هون كواين جوف زاد نكاده,هون كواين جوف زاد نكاد,هون كواين جوف زاد نكاد
positive,نا ما نهون من غالي و يبيني,نا نهون غالي يبيني,هون غالي يبيني
negative,انهونه أنا و بعذري,هون عذر,هون عذر
positive,و هون على من فيه ضيق اعلوم,هون فيه ضيق اعلوم,هون ضيق علم
positive,ما انهون لا نجرح رفيقة عمري,هون نجرح رفيق عمر,هون جرح رفيق عمر
positive,ولا أنا عليك إنهون,عليك هون,هون
positive,قبل ما هنتيني,هنتيني,هون
negative,من هول هلي صار,هول هلي صار,هول هل صار
negative,من هول مره لين نزل فافاده,هول مره لين نزل افاد,هول مره لين نزل افاد
negative,من هول ما شايف مرير مذاقه,هول شايف مرير مذاق,هول شوف مرير مذاق
negative,من هول وتسطير اجروحك,هول تسطير اجروح,هول سطر جرح
negative,هول زماني و رقة غرضه,هول زما رقه غرض,هول زما رقه غرض
negative,من اين هول بتباتي اتهلي,هول بتباتي اتهلي,هول بات تهل
negative,و اللي اشهور في وادي انحصر,هور وادي حصر,هور وادي حصر
positive,مشهور صيتي دوم للرجالة,هور صيتي دوم للرجاله,هور صيت دوم رجال
positive,يا معهودة,يا هود,هود
positive,هوامل الصيعان و الزريقات,هوامل صيعان زريق,هوامل صيعان زريق
positive,أهواك اينعم اهواك,اهواك اينعم اهواك,هواك انعم هواك
positive,هواك عطر ف ترابك بدم شبابك,هواك عطر ف تراب بدم شباب,هوا عطر تراب دم شباب
positive,هوا السند هوا المشورة و شورنا,هوا سند هوا المشوره شور,هوا سند هوا المشوره شور
negative,فـالـهـوا يـا ربي,فالهوا يا ربي,هوا رب
positive,هذا هوا نادي لرجال,هوا ناد لرجال,هو ناد رجال
negative,و هوا كلب ينبح من وراك,هوا كلب ينبح وراك,هو كلب ينبح وراء
positive,هوا اللي عالم خفايه قلبي,هوا عالم خفا قلب,هو عالم خفى قلب
positive,ماهوش خوف الموت مالكرونا,ماهوش خوف الموت كرو,هو خوف موت كور
positive,و هوا اللي ابحسه انعيش امير,هوا ابحس انعيش امير,هو حس عيش امير
negative,و لاهو بنى لا هدم,اهو بني هدم,هو بنى هدم
positive,و هوا ابغلاها فالحياة مغروم,هوا ابغلا فالحياه مغروم,هو بغلا حياه مغروم
positive,هواللي سامع شكوتك و ذلك,هواللي سامع شكو,هو اللي سامع شكو
positive,هذا هوا,هوا,هو
negative,لا الهنى فهمته ولا قدر يفهمني,الهني فهمته قدر يفهمني,هني فهم قدر فهم
positive,هني البال,هني البال,هني بال
positive,هني الله ايهنيك,هني الله ايهنيك,هني الله هني
positive,و أنا الهنى,الهني,هني
positive,و انت هني,هني,هني
positive,و يهندسه ويديرله ديكور,يهندس يديرل ديكور,هندس دير ديكور
positive,هنت و رديت و نا هنت,هنت رديت نا هنت,هنت رديت هنت
positive,لا إهناك ليها مثيله,اهناك مثيل,هناك مثل
positive,اهناك فرق بين اللي ايفوح عبيره,اهناك فرق ايفوح عبير,هناك فرق فوح عبير
negative,و اهناك فرق بين اللي صغير افشانا,اهناك فرق صغير افشا,هناك فرق صغير افشى
negative,اهناك فرق بين ابكاه في مربوعه,اهناك فرق ابكاه مربوع,هناك فرق بكا مربع
negative,و كان اهناك من يسمع,اهناك يسمع,هناك سمع
negative,اهناك زكاه وانتوا مانعين,اهناك زكاه وانتوا مانعين,هناك زكاه منع
negative,و اهناك من يدور فالمواجع شورك,اهناك يدور مواجع شور,هناك دور وجع شور
positive,و اهناك من يحسم وين طال كراعك,اهناك يحسم طال كراع,هناك حسم طال كراع
positive,اهناك من يحس اوجاعك,اهناك يحس اوجاع,هناك حس وجع
positive,اهناك من يحس بداك و ين اتحسا,اهناك يحس بداك ين اتحسا,هناك حس بدا يحس
positive,و كان الهناء و الود بارم بيها,هناء الود ارم بيها,هناء ود ارم
positive,و هي الهنا لو قدرها عديت,الهنا لو قدرها عديت,هنا قدر عدا
positive,وهنا دفى كل قلب فاقد حنة,وهنا دفي كل قلب اقد حنه,هنا دفي قلب قد حنه
negative,كيف ما هنت الناس ايهونك,هنت ناس ايهون,هن ناس هون
negative,هنت اقليبي و هانك,هنت اقليب هان,هن قلب هن
negative,حتي وهن صارن اقلال الوالي,وهن صارن الوالي,هن صار والي
negative,و لا همهم في حي عريان و الا لابس,همهم حي عريان الا ابس,همهم حي عريان الا ابس
negative,و لا همهم في الحرق,همهم حرق,همهم حرق
positive,و هـمش كلام الناس عنه لاهي,همش كلام ناس عنه لاهي,همش كلام ناس لهو
positive,ابهمس و ود,ابهمس ود,همس ود
positive,همستله هذي اللي قسمت,همستل هذي قسم,همس هذ قسم
positive,من قبل ما نهمس بنظرة اتحس,نهمس نظر اتحس,همس نظر حس
positive,في همسها في لمسها لايدين,همس لمسها ايد,همس لمس ايد
positive,بهمسة في كلامك,همس كلام,همس كلام
negative,و هم يهمسوا يقولوا علي يشكي,يهمس يقول يشكي,همس قول شكى
negative,و بالهمس قالو عنها,همس قالو عنها,همس قالو عن
positive,و همس الغلا,همس غلا,همس غلا
positive,و في همسها عزمي ايولي خاير,همس عزم ايو خاير,همس عزم ايو خاير
positive,همسة ما تعرف الخونة,همس تعرف خون,همس عرف خون
positive,في همستك في الضحك في الملام,همس الضحك ملام,همس ضحك ملام
positive,اهمسي بشوقي و حنيني,اهمس شوق حنيني,همس شوق حنين
positive,ابهمس شفاك شايلين ادموعي,ابهمس شفا شايل ادموع,همس شفا شايل ادموع
positive,بهمس و شعر ضحكاتك اتعلي,همس شعر ضحكاتك اتع,همس شعر ضحك اتع
positive,و ابهمسي انريد,ابهمس ريد,همس ريد
positive,ما غير همسك في الحياة يطربني,همس الحياه يطرب,همس حياه طرب
